timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
5280,0.43,0.95,-0.12,4.33,5.25,-10.19
5300,0.42,1.01,-0.10,0.67,0.43,-6.10
5320,0.44,0.97,-0.03,-4.03,-3.11,2.01
5340,0.48,0.87,0.00,-4.58,-1.22,3.48
5360,0.55,0.71,0.05,-2.26,-0.12,-0.73
5380,0.65,0.38,0.18,8.36,1.46,-24.60
5400,0.26,1.18,-0.18,7.45,14.34,-46.02
5420,0.38,1.17,-0.09,4.09,-5.55,-27.59
5440,0.35,1.03,0.02,0.67,-3.97,-10.01
5460,0.41,0.95,-0.04,0.37,3.85,-7.69
5480,0.48,0.83,-0.02,0.49,2.44,-8.12
5500,0.49,0.75,-0.02,0.55,5.62,-20.45
5520,0.34,1.15,-0.08,-3.23,-3.05,-15.38
5540,0.36,1.05,-0.03,-4.76,-2.56,-2.99
5560,0.41,0.95,0.01,-3.36,-2.81,-0.31
5580,0.44,0.84,0.00,-0.49,1.34,-2.01
5600,0.46,0.74,0.02,2.62,3.05,-9.77
5620,0.43,0.83,0.06,8.97,2.99,-19.84
5640,0.31,1.14,-0.04,13.73,3.11,-19.35
5660,0.34,1.05,-0.08,13.49,4.03,-8.36
5680,0.38,0.96,-0.13,10.86,4.64,-4.27
5700,0.43,0.83,-0.07,5.00,4.15,-6.65
5720,0.50,0.64,0.09,7.81,3.72,-16.17
5740,0.30,1.00,-0.09,8.97,10.19,-28.20
5760,0.29,1.12,-0.10,6.29,2.69,-18.07
5780,0.33,1.02,-0.06,5.80,1.65,-10.56
5800,0.34,0.98,-0.10,6.47,5.19,-8.00
5820,0.47,0.60,0.04,7.20,8.12,-14.04
5840,0.45,0.62,0.06,15.50,15.08,-34.00
5860,0.12,1.33,-0.16,17.82,17.03,-44.25
5880,0.22,1.27,-0.25,12.57,8.73,-13.92
5900,0.28,1.09,-0.23,8.00,3.78,-5.92
5920,0.27,1.04,-0.18,4.27,4.52,-0.73
5940,0.32,0.93,-0.10,1.59,1.59,0.49
5960,0.46,0.57,0.00,3.66,6.53,-12.15
5980,0.37,0.78,-0.05,7.81,16.91,-35.64
6000,0.09,1.26,-0.26,8.48,22.16,-30.94
6020,0.17,1.17,-0.16,1.22,2.08,-10.38
6040,0.23,1.07,-0.10,-0.18,-1.89,0.00
6060,0.29,0.94,-0.12,2.14,0.18,4.21
6080,0.40,0.78,-0.13,2.26,5.98,-5.07
6100,0.50,0.62,-0.13,4.46,17.94,-24.23
6120,0.06,1.18,-0.44,2.75,33.75,-47.24
6140,0.16,1.18,0.07,0.43,-9.52,-6.77
6160,0.27,0.94,-0.19,5.07,1.89,4.76
6180,0.24,0.97,-0.15,3.30,2.99,0.98
6200,0.27,0.93,-0.17,3.54,5.13,-1.71
6220,0.29,0.94,-0.18,3.23,5.92,-7.45
6240,0.29,0.93,-0.20,5.00,10.25,-14.28
6260,0.19,1.04,-0.11,4.58,9.46,-19.78
6280,0.14,1.04,-0.11,3.91,6.47,-14.47
6300,0.15,1.00,-0.17,2.26,4.39,-7.81
6320,0.20,0.98,-0.17,0.37,2.01,-5.62
6340,0.21,0.98,-0.17,0.12,2.26,-6.47
6360,0.19,0.99,-0.16,0.61,2.69,-6.84
6380,0.19,0.99,-0.15,0.85,1.83,-6.23
6400,0.17,0.99,-0.16,0.55,0.92,-4.52
6420,0.18,0.99,-0.16,-0.18,0.18,-1.95
6440,0.19,0.99,-0.16,-0.37,0.24,-0.73
6460,0.19,0.99,-0.17,-0.98,0.06,-0.24
6480,0.19,0.98,-0.17,-1.04,-0.06,-0.49
6500,0.19,0.99,-0.17,-0.98,0.31,-0.49
6520,0.17,1.00,-0.16,-1.59,-0.31,0.73
6540,0.18,0.99,-0.16,-1.95,-1.46,2.01
6560,0.21,0.98,-0.17,-2.38,-1.89,2.44
6580,0.18,0.99,-0.15,-3.54,-2.14,2.38
6600,0.18,1.00,-0.14,-3.48,-3.30,3.91
6620,0.19,0.99,-0.16,-3.42,-3.48,5.92
6640,0.19,0.99,-0.17,-6.53,-4.33,6.71
6660,0.21,1.00,-0.15,-9.52,-6.41,8.12
6680,0.22,0.99,-0.15,-9.77,-5.62,8.24
6700,0.23,0.98,-0.15,-10.25,-4.09,7.26
6720,0.22,1.00,-0.14,-11.90,-5.25,7.81
6740,0.22,1.00,-0.15,-12.39,-5.43,9.22
6760,0.22,1.01,-0.14,-11.54,-5.80,10.44
6780,0.25,0.98,-0.13,-10.31,-5.80,10.74
6800,0.25,0.99,-0.12,-8.18,-4.82,10.19
6820,0.25,0.99,-0.11,-5.49,-4.76,11.17
6840,0.25,1.00,-0.11,-2.93,-4.39,12.02
6860,0.25,0.99,-0.13,-2.14,-4.03,13.06
6880,0.26,1.00,-0.14,-3.97,-3.78,12.94
6900,0.27,1.00,-0.13,-6.71,-4.03,15.01
6920,0.28,0.98,-0.13,-7.08,-3.72,15.87
6940,0.29,0.96,-0.11,-7.81,-3.85,15.26
6960,0.29,0.98,-0.10,-8.12,-4.09,14.34
6980,0.30,0.99,-0.09,-8.00,-4.03,14.40
7000,0.31,0.98,-0.09,-7.51,-3.48,15.14
7020,0.32,0.95,-0.08,-6.71,-2.50,14.22
7040,0.33,0.92,-0.07,-5.37,-1.89,12.51
7060,0.34,0.92,-0.07,-4.70,-1.59,9.58
7080,0.33,0.96,-0.08,-4.21,-0.43,6.10
7100,0.31,1.02,-0.13,-5.74,-0.24,6.77
7120,0.29,1.07,-0.13,-8.30,-1.71,10.50
7140,0.31,1.04,-0.11,-11.54,-3.36,17.88
7160,0.35,0.94,-0.09,-13.24,-4.15,20.14
7180,0.36,0.92,-0.06,-13.61,-4.15,18.92
7200,0.36,0.96,-0.03,-11.17,-4.09,17.88
7220,0.35,1.01,-0.03,-9.03,-3.17,19.17
7240,0.35,1.02,-0.04,-6.77,-2.26,22.40
7260,0.36,1.04,-0.06,-5.43,-1.28,27.59
7280,0.39,0.97,-0.02,-2.56,-1.89,31.13
7300,0.39,0.95,-0.04,-1.22,-1.10,32.23
7320,0.42,0.91,-0.04,-1.59,-1.83,32.78
7340,0.43,0.90,-0.04,-1.34,-1.04,30.15
7360,0.45,0.91,-0.04,-0.79,-1.40,29.48
7380,0.46,0.88,-0.04,-0.18,-1.22,28.69
7400,0.48,0.87,-0.07,-0.67,-1.34,24.35
7420,0.49,0.87,-0.06,-2.14,-2.08,23.50
7440,0.47,0.92,-0.04,-2.81,-2.01,21.00
7460,0.48,0.94,-0.03,-3.36,-1.83,22.34
7480,0.51,0.88,-0.03,-2.93,-2.20,23.44
7500,0.52,0.86,-0.04,-2.75,-1.40,23.19
7520,0.52,0.85,-0.04,-2.81,-1.22,21.42
7540,0.55,0.81,-0.03,-3.23,-0.92,19.96
7560,0.53,0.84,-0.03,-3.30,0.18,16.97
7580,0.55,0.83,-0.03,-3.05,0.73,14.59
7600,0.56,0.83,-0.03,-2.62,0.67,12.08
7620,0.56,0.82,-0.03,-1.83,0.31,10.31
7640,0.58,0.80,-0.01,-0.92,0.79,7.20
7660,0.60,0.71,-0.02,0.79,2.14,3.54
7680,0.63,0.63,-0.01,2.93,2.08,-4.09
7700,0.66,0.47,-0.05,3.97,2.20,-15.14
7720,0.60,0.53,-0.25,-4.58,4.70,-40.28
7740,0.48,0.93,-0.11,-12.57,0.55,-53.04
7760,0.44,1.19,0.22,-5.00,-6.65,-54.08
7780,0.49,0.99,0.27,17.15,5.62,-34.67
7800,0.49,0.77,-0.00,27.34,15.26,-34.00
7820,0.44,0.74,-0.35,24.72,21.42,-35.95
7840,0.46,0.87,-0.45,-12.39,6.53,-40.47
7860,0.30,1.27,-0.05,-18.68,-4.94,-44.86
7880,0.31,1.33,0.26,-14.28,-10.31,-27.71
7900,0.46,0.84,0.05,7.02,7.08,-9.95
7920,0.41,0.85,-0.22,9.52,14.34,-15.20
7940,0.43,0.76,-0.23,1.28,6.35,-16.72
7960,0.48,0.78,-0.12,-14.28,1.16,-31.43
7980,0.45,0.91,0.16,-7.69,-5.49,-35.64
8000,0.46,0.78,0.22,5.55,4.39,-37.66
8020,0.24,1.19,-0.08,12.63,11.11,-37.05
8040,0.29,1.11,-0.22,8.97,6.65,-21.79
8060,0.35,1.01,-0.16,2.44,2.20,-15.69
8080,0.39,0.92,-0.03,1.10,2.08,-19.59
8100,0.44,0.62,0.21,15.26,7.20,-33.02
8120,0.17,1.18,-0.08,24.60,17.52,-41.75
8140,0.18,1.29,-0.20,23.13,9.03,-23.25
8160,0.30,1.07,-0.24,12.57,5.25,-6.59
8180,0.30,0.99,-0.22,4.76,8.61,-3.30
8200,0.36,0.84,-0.06,0.85,4.82,-5.31
8220,0.24,0.99,-0.14,7.39,14.22,-20.94
8240,0.17,1.20,-0.22,4.82,6.53,-14.71
8260,0.24,1.08,-0.19,-0.85,0.06,-1.65
8280,0.29,0.97,-0.13,-5.80,-0.79,1.71
8300,0.31,0.93,-0.07,-4.94,-0.37,0.67
8320,0.33,0.88,-0.08,-1.10,2.32,-2.87
8340,0.39,0.75,-0.07,2.01,9.58,-18.01
8360,0.26,1.02,-0.13,3.85,18.13,-30.76
8380,0.13,1.15,-0.18,3.60,16.72,-26.25
8400,0.20,1.09,-0.12,2.20,3.23,-9.22
8420,0.28,0.97,-0.12,6.53,6.77,-6.16
8440,0.34,0.88,-0.16,8.48,12.08,-9.70
8460,0.35,0.87,-0.25,9.46,22.58,-26.92
8480,-0.05,1.23,-0.04,11.84,14.71,-24.66
8500,0.17,1.05,-0.09,9.34,-2.75,-1.22
8520,0.26,0.94,-0.22,5.43,0.92,2.93
8540,0.21,1.00,-0.13,-1.59,0.24,0.31
8560,0.24,0.97,-0.16,0.43,0.24,0.92
8580,0.25,0.97,-0.16,3.11,0.55,-2.01
8600,0.25,0.96,-0.19,4.27,4.64,-6.96
8620,0.18,1.00,-0.15,3.36,6.41,-10.19
8640,0.15,1.03,-0.13,2.87,3.05,-5.55
8660,0.23,0.97,-0.17,0.43,-0.61,1.40
8680,0.22,0.97,-0.17,0.00,0.79,0.12
