timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
3520,0.12,1.03,-0.11,-3.85,0.06,7.39
3540,0.12,1.04,-0.13,-4.27,-4.33,23.93
3560,0.09,1.12,-0.11,-13.67,-8.18,33.69
3580,0.09,1.19,-0.12,-18.37,-15.44,45.90
3600,0.13,1.29,-0.21,-12.70,-28.44,66.65
3620,0.21,1.39,-0.23,-5.43,-19.10,73.79
3640,0.15,1.40,-0.44,-11.84,-13.43,86.00
3660,0.19,1.22,-0.39,-18.80,-23.38,102.97
3680,0.21,1.06,-0.17,-35.64,-33.45,105.41
3700,0.33,0.85,-0.02,-44.74,-33.75,107.48
3720,0.45,0.77,0.06,-48.16,-23.56,105.16
3740,0.56,0.64,0.05,-46.63,-7.87,96.68
3760,0.61,0.51,0.05,-45.23,-5.74,82.64
3780,0.63,0.44,-0.09,-39.18,-3.11,67.14
3800,0.67,0.49,0.09,-27.10,-12.76,41.20
3820,0.69,0.51,0.18,-18.49,-17.33,28.75
3840,0.69,0.49,0.24,-3.36,-16.60,10.80
3860,0.71,0.41,0.18,15.08,-4.52,-11.11
3880,0.73,0.38,0.17,21.00,0.85,-31.74
3900,0.75,0.37,0.16,27.59,9.83,-54.81
3920,0.62,0.54,-0.24,23.56,23.80,-85.27
3940,0.41,0.83,-0.26,25.39,21.00,-91.37
3960,0.45,1.08,0.09,27.16,3.85,-89.42
3980,0.44,0.98,0.07,26.61,7.87,-88.07
4000,0.46,0.62,-0.05,23.19,13.24,-92.29
4020,0.27,0.85,-0.18,10.38,30.40,-102.54
4040,0.13,1.35,-0.18,5.80,21.55,-98.45
4060,0.25,1.12,0.16,15.69,17.33,-76.35
4080,0.52,0.68,0.05,26.67,33.69,-76.84
4100,0.78,1.08,-1.32,29.30,86.00,-132.69
4120,-0.62,2.00,0.92,13.12,-30.09,-57.01
4140,0.32,0.91,-0.25,9.40,-11.54,27.83
4160,0.39,0.84,-0.23,-2.32,5.31,18.19
4180,0.21,1.00,-0.10,5.07,11.17,-4.94
4200,0.22,0.99,-0.12,11.47,9.52,-3.11
4220,0.21,0.99,-0.15,11.54,6.47,-4.03
4240,0.21,0.98,-0.15,7.75,3.42,-5.00
4260,0.20,0.98,-0.16,5.19,2.26,-6.65
4280,0.20,0.98,-0.16,2.81,0.61,-7.51
4300,0.20,0.98,-0.16,-0.12,-0.85,-6.71
4320,0.19,0.99,-0.14,-0.98,-1.04,-6.71
4340,0.19,0.99,-0.14,-0.85,-1.16,-5.68
4360,0.20,0.99,-0.14,0.18,0.06,-3.66
4380,0.19,1.00,-0.14,0.92,0.79,-2.20
4400,0.20,0.99,-0.15,0.79,1.53,-0.79
4420,0.19,0.99,-0.15,0.00,2.56,0.06
4440,0.20,0.99,-0.15,0.06,2.75,0.92
4460,0.20,0.99,-0.15,-1.16,3.36,0.85
4480,0.20,0.99,-0.15,-1.95,3.91,0.85
4500,0.18,0.99,-0.15,-1.46,3.97,1.77
4520,0.17,0.99,-0.15,-3.48,1.95,3.54
4540,0.13,1.02,-0.13,-6.10,-1.10,9.52
4560,0.15,1.01,-0.15,-18.43,-6.23,14.77
4580,0.11,1.08,-0.10,-27.95,-14.10,21.42
4600,0.11,1.19,-0.15,-31.49,-17.03,31.62
4620,0.19,1.27,-0.18,-21.48,-25.94,48.77
4640,0.25,1.33,-0.22,-13.18,-26.61,59.39
4660,0.23,1.35,-0.26,-12.70,-19.53,71.90
4680,0.21,1.25,-0.24,-22.09,-21.12,93.02
4700,0.22,1.12,-0.15,-27.65,-23.99,101.93
4720,0.30,0.93,-0.05,-34.00,-26.18,104.25
4740,0.43,0.74,0.04,-40.04,-21.79,101.62
4760,0.52,0.68,0.09,-38.70,-14.77,93.81
4780,0.59,0.56,0.10,-34.73,-7.81,85.45
4800,0.63,0.52,0.13,-28.32,-2.32,58.84
4820,0.66,0.53,0.13,-20.57,-8.54,43.15
4840,0.66,0.55,0.12,-13.73,-3.60,26.18
4860,0.69,0.53,0.18,-0.06,-5.74,4.70
4880,0.76,0.41,0.27,10.99,-0.79,-13.55
4900,0.81,0.20,0.22,23.07,8.85,-38.33
4920,0.75,-0.06,0.00,28.20,41.99,-94.73
4940,0.27,0.75,-0.34,14.95,36.68,-124.69
4960,0.37,1.18,-0.11,27.16,4.21,-127.14
4980,0.01,1.79,-0.02,15.14,-1.65,-106.93
5000,0.48,0.87,0.19,18.55,-10.56,-54.81
5020,0.46,0.37,0.15,25.63,17.82,-71.41
5040,0.36,0.75,-0.11,20.81,34.00,-93.93
5060,0.05,1.50,-0.15,17.88,24.72,-91.67
5080,0.23,1.40,0.10,26.79,13.18,-62.99
5100,0.37,1.05,-0.28,43.76,38.27,-46.51
5120,-0.03,1.33,-0.40,19.96,41.99,-62.19
5140,-0.05,1.31,0.20,9.40,6.35,-40.65
5160,0.14,1.03,-0.13,9.28,11.41,-8.30
5180,0.20,1.01,-0.08,2.44,0.92,-2.14
5200,0.22,0.98,-0.13,5.13,5.13,-0.18
5220,0.20,1.00,-0.12,7.39,2.38,-3.11
5240,0.20,0.99,-0.15,9.16,1.83,-3.17
5260,0.19,0.99,-0.15,7.39,-0.12,-2.50
5280,0.19,0.99,-0.15,6.23,0.98,-1.77
5300,0.19,0.98,-0.16,4.46,0.92,-1.28
5320,0.20,0.98,-0.17,1.59,0.31,-1.71
5340,0.20,0.98,-0.16,-0.24,-0.31,-2.99
5360,0.20,0.99,-0.15,-1.77,-0.24,-4.58
5380,0.19,0.99,-0.14,0.06,0.43,-4.33
5400,0.19,0.99,-0.15,1.16,0.98,-3.05
5420,0.18,0.99,-0.15,0.98,1.22,-2.14
5440,0.19,0.99,-0.15,0.43,1.34,-0.37
5460,0.19,0.99,-0.15,0.37,1.77,0.31
5480,0.19,0.99,-0.15,0.73,2.08,0.67
5500,0.19,0.98,-0.16,1.40,3.05,1.65
5520,0.19,0.98,-0.17,-0.18,3.85,1.40
5540,0.18,0.98,-0.16,-2.01,3.78,1.28
5560,0.13,0.98,-0.18,-4.70,0.31,8.00
5580,0.14,1.03,-0.14,-13.18,-8.00,15.20
5600,0.20,1.03,-0.11,-22.03,-11.90,20.20
5620,0.13,1.16,-0.12,-21.67,-11.23,26.06
5640,0.13,1.30,-0.17,-23.32,-21.85,43.15
5660,0.19,1.36,-0.30,-15.63,-25.09,56.09
5680,0.25,1.32,-0.22,-15.56,-16.66,75.44
5700,0.17,1.26,-0.34,-24.05,-16.42,91.55
5720,0.20,1.12,-0.28,-37.05,-21.06,100.04
5740,0.26,0.96,-0.11,-44.80,-28.02,103.09
5760,0.41,0.85,0.05,-49.44,-24.84,103.33
5780,0.47,0.74,0.11,-44.56,-19.04,101.01
5800,0.52,0.69,0.11,-39.43,-11.29,95.40
5820,0.62,0.57,0.08,-33.26,-5.55,77.88
5840,0.62,0.49,0.01,-27.59,-0.85,63.11
5860,0.68,0.48,0.15,-19.96,-11.11,43.70
5880,0.67,0.46,0.17,-5.55,-9.89,23.07
5900,0.68,0.51,0.15,4.15,-6.71,5.49
5920,0.74,0.46,0.15,14.34,-1.46,-8.18
5940,0.78,0.21,0.19,27.34,10.68,-47.67
5960,0.76,0.11,0.06,33.69,20.69,-80.20
5980,0.45,0.27,-0.32,28.44,27.77,-104.06
6000,0.30,1.31,-0.04,31.98,7.32,-122.01
6020,0.25,1.50,0.16,34.61,-7.26,-104.19
6040,0.31,1.16,0.23,48.65,-2.62,-81.24
6060,0.46,0.49,-0.11,36.01,35.77,-81.60
6080,0.26,0.84,-0.31,21.42,44.92,-103.76
6100,0.15,1.32,-0.36,7.20,42.48,-102.11
6120,0.35,1.26,-0.06,5.74,36.62,-91.98
6140,-0.08,1.55,-0.57,20.63,70.62,-93.44
6160,-0.26,1.64,0.41,21.18,-3.78,-52.06
6180,0.25,0.99,-0.12,10.13,-0.92,4.88
6200,0.25,0.96,-0.14,1.40,4.27,4.33
6220,0.23,0.97,-0.12,4.39,9.89,0.85
6240,0.22,0.99,-0.12,9.34,7.08,-3.36
6260,0.18,0.99,-0.15,10.74,5.74,-4.64
6280,0.19,0.99,-0.15,8.48,2.81,-2.87
6300,0.20,0.99,-0.14,7.20,3.17,-1.46
6320,0.21,0.97,-0.17,9.52,5.37,0.67
6340,0.21,0.97,-0.17,6.41,3.85,-0.98
6360,0.20,0.98,-0.17,3.05,2.01,-2.87
6380,0.20,0.99,-0.16,1.22,0.31,-3.72
6400,0.20,0.98,-0.16,0.49,-0.43,-3.97
6420,0.20,0.98,-0.16,-0.12,-0.61,-4.21
6440,0.19,0.99,-0.16,0.43,-1.22,-4.33
6460,0.19,0.99,-0.16,0.67,-1.71,-3.23
6480,0.19,0.99,-0.16,0.79,-1.59,-2.38
6500,0.19,0.99,-0.16,0.98,-0.18,-0.24
6520,0.19,0.99,-0.16,1.10,1.04,0.67
6540,0.20,0.98,-0.17,1.16,2.08,1.46
6560,0.20,0.98,-0.17,0.43,4.03,1.59
6580,0.20,0.98,-0.17,-0.67,5.00,1.53
6600,0.15,0.99,-0.15,-1.46,5.00,2.20
6620,0.16,0.98,-0.19,-4.58,1.71,7.63
6640,0.13,1.03,-0.15,-13.79,-7.02,12.94
6660,0.13,1.07,-0.13,-22.83,-11.60,20.32
6680,0.16,1.13,-0.17,-28.56,-16.05,28.50
6700,0.13,1.27,-0.19,-20.26,-25.82,41.56
6720,0.19,1.34,-0.19,-8.85,-27.95,55.30
6740,0.35,1.25,-0.23,-6.96,-23.44,71.96
6760,0.19,1.25,-0.33,-21.73,-21.42,88.87
6780,0.22,1.11,-0.20,-32.35,-25.15,98.39
6800,0.26,0.98,-0.06,-36.74,-28.87,102.91
6820,0.41,0.80,0.03,-39.00,-25.63,102.29
6840,0.48,0.76,0.07,-35.03,-18.19,96.86
6860,0.55,0.64,0.04,-33.14,-10.56,92.41
6880,0.60,0.55,0.03,-31.37,-6.71,72.51
6900,0.64,0.51,0.00,-27.59,-9.70,56.15
6920,0.66,0.54,0.06,-22.03,-8.24,38.94
6940,0.69,0.50,0.15,-8.67,-10.99,18.01
6960,0.69,0.48,0.16,0.43,-4.76,0.73
6980,0.76,0.45,0.21,7.39,0.79,-15.38
7000,0.72,0.43,0.26,19.53,8.18,-50.48
7020,0.72,0.20,0.15,36.44,20.02,-76.90
7040,0.49,0.17,-0.22,35.34,33.63,-104.19
7060,0.30,1.00,-0.36,26.18,30.21,-114.56
7080,0.16,1.46,-0.07,32.10,9.03,-100.71
7100,0.30,1.27,0.04,29.05,-3.11,-82.82
7120,0.46,0.69,0.15,22.95,7.63,-73.12
