timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
6200,0.26,0.97,-0.13,-2.50,-1.46,15.44
6220,0.27,0.96,-0.12,-3.42,-1.65,14.04
6240,0.26,0.98,-0.12,-4.58,-1.77,12.76
6260,0.26,0.99,-0.12,-5.07,-1.59,12.21
6280,0.28,0.97,-0.11,-5.37,-2.14,12.45
6300,0.28,0.98,-0.11,-5.62,-1.71,12.57
6320,0.28,0.99,-0.11,-6.04,-1.89,13.18
6340,0.28,0.98,-0.10,-6.53,-1.65,13.98
6360,0.28,1.01,-0.11,-6.47,-1.77,14.77
6380,0.29,1.00,-0.10,-6.77,-3.05,17.58
6400,0.30,1.00,-0.10,-7.51,-3.60,18.92
6420,0.29,1.02,-0.10,-8.12,-3.36,20.26
6440,0.32,1.00,-0.09,-9.58,-5.37,23.86
6460,0.33,0.97,-0.10,-10.74,-4.46,25.09
6480,0.35,0.94,-0.09,-12.33,-4.09,24.84
6500,0.37,0.92,-0.07,-14.10,-3.17,23.19
6520,0.39,0.90,-0.05,-14.40,-2.69,21.97
6540,0.38,0.91,-0.05,-13.79,-1.59,20.02
6560,0.40,0.90,-0.04,-12.21,-1.46,18.01
6580,0.41,0.89,-0.03,-11.35,-1.40,15.81
6600,0.41,0.90,-0.03,-10.25,-0.73,14.04
6620,0.42,0.89,-0.03,-8.85,0.37,11.35
6640,0.41,0.92,-0.03,-7.93,-0.18,10.74
6660,0.40,0.95,-0.03,-7.39,-0.85,10.80
6680,0.42,0.95,-0.04,-8.61,-0.12,12.08
6700,0.41,0.95,-0.04,-9.70,0.18,13.18
6720,0.41,0.96,-0.04,-11.78,-0.06,14.59
6740,0.42,0.94,-0.04,-13.37,-0.85,16.72
6760,0.44,0.93,-0.03,-15.26,-0.55,16.66
6780,0.44,0.94,-0.01,-16.42,-1.83,17.21
6800,0.45,0.94,0.00,-17.03,-2.08,18.98
6820,0.48,0.90,0.03,-16.11,-2.14,18.43
6840,0.48,0.87,0.04,-14.16,-1.71,16.85
6860,0.49,0.88,0.05,-11.84,-1.59,15.01
6880,0.50,0.85,0.05,-8.24,-0.79,13.18
6900,0.51,0.84,0.04,-6.04,-0.85,9.89
6920,0.52,0.84,0.04,-3.97,-0.49,6.47
6940,0.53,0.81,0.07,-0.37,-0.67,0.79
6960,0.52,0.78,0.08,2.32,0.55,-4.52
6980,0.51,0.82,0.06,4.70,2.14,-9.95
7000,0.51,0.85,0.03,8.67,2.93,-14.95
7020,0.49,0.86,0.01,10.38,3.17,-18.13
7040,0.49,0.89,0.01,11.23,2.99,-20.75
7060,0.49,0.87,0.03,11.84,3.05,-24.11
7080,0.46,0.89,-0.00,13.00,3.54,-25.70
7100,0.45,0.91,0.00,14.47,3.23,-26.37
7120,0.45,0.90,-0.00,16.78,4.52,-26.79
7140,0.44,0.89,-0.02,17.70,5.31,-29.36
7160,0.44,0.88,0.01,18.62,3.54,-31.43
7180,0.40,0.91,-0.02,19.59,4.88,-32.71
7200,0.40,0.91,-0.06,19.65,4.58,-33.33
7220,0.37,0.91,-0.09,19.65,6.16,-34.73
7240,0.35,0.95,-0.05,17.94,6.90,-35.28
7260,0.32,0.98,-0.07,17.21,9.22,-33.57
7280,0.32,0.97,-0.11,14.83,10.99,-32.29
7300,0.31,0.98,-0.15,12.33,12.21,-32.53
7320,0.30,1.00,-0.09,9.40,10.99,-31.98
7340,0.25,1.05,-0.08,8.91,10.93,-30.21
7360,0.27,1.04,-0.10,9.46,9.09,-25.09
7380,0.32,0.93,-0.16,8.85,11.96,-24.05
7400,0.31,0.92,-0.15,5.43,15.20,-29.72
7420,0.22,1.07,-0.13,2.87,16.30,-32.17
7440,0.15,1.07,-0.18,3.54,9.83,-20.63
7460,0.23,1.01,-0.22,1.89,9.16,-16.17
7480,0.27,0.98,-0.19,-3.30,5.74,-15.81
7500,0.25,1.00,-0.12,-7.39,7.20,-18.98
7520,0.18,1.04,-0.08,-3.23,9.46,-19.90
7540,0.15,1.06,-0.08,3.48,5.25,-14.71
7560,0.22,0.98,-0.17,2.75,2.01,-9.34
7580,0.22,0.97,-0.15,-2.50,2.32,-10.62
7600,0.21,0.98,-0.14,-3.05,3.30,-11.72
7620,0.19,1.00,-0.12,-2.44,2.44,-12.76
7640,0.18,1.00,-0.12,-0.61,2.93,-13.49
7660,0.15,1.01,-0.10,-0.98,1.95,-11.96
7680,0.16,1.01,-0.12,-1.53,-0.55,-7.63
7700,0.18,1.00,-0.12,-2.08,-1.10,-4.27
7720,0.18,1.00,-0.12,-1.65,-1.04,-3.11
7740,0.18,1.00,-0.12,-1.16,0.18,-2.50
7760,0.18,0.99,-0.13,-0.24,1.22,-2.50
7780,0.18,0.99,-0.13,-0.55,1.46,-2.44
7800,0.18,0.99,-0.13,-0.49,1.22,-2.93
7820,0.18,1.00,-0.12,-0.55,0.92,-2.50
7840,0.17,1.00,-0.12,-0.55,0.92,-1.89
7860,0.18,0.99,-0.13,0.00,0.92,-1.77
7880,0.18,0.99,-0.13,-0.31,1.16,-1.77
7900,0.18,0.99,-0.13,-0.18,1.59,-1.65
7920,0.18,0.99,-0.13,-0.49,1.83,-2.32
7940,0.17,1.00,-0.13,-0.85,1.83,-2.32
7960,0.17,1.00,-0.13,-1.16,0.73,-1.28
7980,0.17,1.00,-0.13,-1.22,0.37,-0.73
8000,0.18,1.00,-0.13,-1.53,0.49,-0.55
8020,0.17,0.99,-0.13,-1.77,0.43,-0.55
8040,0.17,1.00,-0.13,-2.01,0.55,-0.67
8060,0.17,1.00,-0.13,-2.32,0.00,-0.24
8080,0.17,1.00,-0.13,-2.99,-0.12,0.06
8100,0.18,1.00,-0.12,-2.81,0.06,0.31
8120,0.17,1.00,-0.12,-2.44,0.12,0.37
8140,0.17,1.00,-0.12,-2.50,-0.61,1.40
8160,0.18,1.00,-0.13,-2.62,-0.49,1.65
8180,0.17,1.00,-0.13,-2.99,-0.55,1.71
8200,0.17,1.00,-0.11,-4.58,-1.04,2.14
8220,0.18,1.00,-0.12,-4.52,-1.04,2.62
8240,0.18,1.00,-0.11,-4.64,-1.10,2.99
8260,0.17,1.01,-0.10,-4.39,-1.53,5.07
8280,0.18,1.00,-0.11,-4.09,-1.53,6.65
8300,0.18,1.00,-0.11,-4.03,-1.59,8.06
8320,0.19,1.00,-0.12,-5.49,-1.59,10.56
8340,0.20,1.01,-0.11,-5.00,-2.32,11.41
8360,0.21,1.01,-0.13,-4.76,-2.20,13.18
8380,0.20,1.01,-0.14,-6.23,-3.54,13.00
8400,0.22,1.00,-0.13,-7.75,-2.87,13.92
8420,0.21,1.01,-0.14,-10.25,-1.59,13.85
8440,0.23,1.03,-0.15,-15.14,-1.46,14.34
8460,0.22,1.04,-0.13,-22.89,-0.79,17.21
8480,0.21,1.07,-0.10,-25.88,-1.65,20.14
8500,0.22,1.06,-0.06,-25.94,-4.03,25.51
8520,0.25,1.03,-0.06,-23.56,-4.15,31.13
8540,0.26,1.02,-0.05,-23.86,-3.72,33.02
8560,0.29,0.98,-0.05,-24.84,-3.36,33.94
8580,0.28,1.00,-0.07,-26.98,-2.62,33.81
8600,0.31,0.97,-0.03,-29.11,-4.82,35.64
8620,0.32,0.98,-0.01,-30.27,-4.82,36.56
8640,0.35,0.98,0.07,-26.37,-7.02,39.18
8660,0.37,0.95,0.09,-21.18,-5.62,39.55
8680,0.39,0.92,0.11,-15.56,-4.46,39.00
8700,0.43,0.87,0.11,-7.87,-2.01,33.94
8720,0.47,0.80,0.10,-3.66,-0.67,28.44
8740,0.47,0.78,0.05,-1.34,0.98,21.06
8760,0.48,0.81,0.04,0.00,-2.01,11.05
8780,0.47,0.85,0.06,1.04,-2.26,7.63
8800,0.46,0.87,0.04,2.01,-0.92,2.99
8820,0.46,0.89,0.05,3.30,0.73,-1.59
8840,0.45,0.89,0.08,5.37,1.16,-4.88
8860,0.45,0.89,0.07,7.81,2.08,-7.08
8880,0.44,0.89,0.05,9.95,3.23,-9.03
8900,0.44,0.88,0.02,11.78,3.66,-12.63
8920,0.43,0.88,-0.00,12.27,4.09,-15.50
8940,0.43,0.89,0.01,12.76,3.78,-18.25
8960,0.41,0.90,0.01,14.59,3.60,-21.79
8980,0.39,0.95,-0.00,15.50,3.17,-22.58
9000,0.40,0.93,0.01,17.15,1.83,-22.16
9020,0.39,0.92,-0.01,19.29,3.05,-23.38
9040,0.39,0.89,-0.03,19.90,4.09,-25.09
9060,0.37,0.86,-0.04,18.80,5.19,-28.02
9080,0.36,0.89,-0.05,15.81,8.67,-34.85
9100,0.33,0.91,-0.06,13.73,8.42,-37.23
9120,0.29,0.98,-0.09,11.66,9.70,-37.78
9140,0.30,0.97,-0.08,11.11,7.02,-37.54
9160,0.27,1.02,-0.04,11.47,7.32,-37.35
9180,0.26,1.06,-0.00,14.22,8.85,-36.62
9200,0.28,1.08,-0.07,19.96,14.65,-31.19
9220,0.22,1.04,-0.22,18.49,16.85,-27.22
9240,0.24,1.04,-0.26,12.39,17.33,-25.94
9260,0.20,1.06,-0.20,5.98,16.05,-23.74
9280,0.16,1.06,-0.10,5.62,10.56,-18.62
9300,0.22,1.00,-0.14,5.31,8.06,-13.37
9320,0.23,0.98,-0.16,2.75,9.70,-13.98
9340,0.21,0.99,-0.13,1.16,10.19,-18.25
9360,0.17,1.01,-0.12,2.14,9.46,-20.08
9380,0.14,1.03,-0.11,3.23,6.23,-17.94
9400,0.17,1.00,-0.14,2.14,3.05,-10.74
