timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
6640,0.10,1.59,-0.73,-28.69,-26.79,108.03
6660,0.15,1.25,-0.65,-50.54,-41.44,125.43
6680,0.20,0.87,-0.07,-94.54,-42.24,122.62
6700,0.47,0.63,0.22,-99.18,-24.23,128.54
6720,0.69,0.50,0.26,-92.22,-12.63,123.29
6740,0.72,0.24,0.13,-70.37,-6.77,82.76
6760,0.80,0.21,0.30,-51.88,-32.47,47.97
6780,0.64,0.28,0.31,-16.78,-16.97,18.68
6800,0.53,0.01,0.28,31.37,-16.91,-4.39
6820,0.51,0.10,0.17,29.48,-2.20,-26.25
6840,0.77,0.05,0.15,28.02,8.48,-48.34
6860,1.02,-0.12,0.13,36.32,22.22,-120.61
6880,0.29,0.06,-0.30,21.48,36.87,-163.39
6900,0.08,1.40,-0.11,39.98,11.78,-228.09
6920,0.15,1.36,0.43,70.37,-11.47,-168.70
6940,-0.18,1.57,0.49,89.36,4.82,-132.93
6960,0.14,2.91,-1.66,131.29,73.67,-103.15
6980,-0.82,1.72,0.06,114.01,3.72,-12.88
7000,0.47,0.82,-0.03,-10.56,16.54,55.66
7020,0.22,0.94,-0.17,13.24,45.59,19.65
7040,0.24,0.93,-0.19,14.83,26.18,14.65
7060,0.22,0.99,-0.15,10.74,3.30,-0.12
7080,0.24,0.98,-0.16,8.97,1.53,-1.83
7100,0.21,0.99,-0.15,5.74,2.69,-3.48
7120,0.24,0.97,-0.16,0.43,5.55,-3.78
7140,0.23,0.97,-0.17,-0.24,6.53,-5.37
7160,0.21,0.98,-0.16,-0.49,5.25,-5.98
7180,0.19,0.99,-0.14,-1.59,2.56,-5.13
7200,0.19,0.99,-0.15,-2.75,0.55,-3.23
7220,0.17,1.01,-0.11,-5.74,0.06,0.67
7240,0.13,1.01,-0.14,-11.54,-1.16,5.98
7260,-0.00,1.15,-0.12,-26.55,-12.57,16.54
7280,0.10,1.27,-0.11,-47.00,-28.20,40.34
7300,0.23,1.60,-0.24,-38.70,-41.56,51.27
7320,0.11,1.83,-0.46,-31.13,-36.68,74.58
7340,0.06,1.50,-0.49,-41.38,-38.76,103.39
7360,0.11,1.21,-0.40,-85.69,-40.71,118.96
7380,0.32,0.96,-0.13,-104.92,-27.16,130.31
7400,0.50,0.87,0.06,-105.65,-24.23,133.79
7420,0.63,0.67,0.18,-88.07,-23.13,119.57
7440,0.54,0.42,0.15,-55.85,-21.85,102.11
7460,0.66,0.32,0.47,-32.71,-52.00,78.55
7480,0.63,0.09,0.42,4.76,-36.99,60.06
